carat,depth,table,x,y,z,symmetry_val,Good,Ideal,Premium,Very Good,E,F,G,H,I,J,IF,SI1,SI2,VS1,VS2,VVS1,VVS2
1.19,60.4,56.0,6.87,6.93,4.17,0.9913419913419914,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.56,61.9,57.0,5.27,5.3,3.27,0.9943396226415094,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.54,62.4,55.0,5.19,5.23,3.25,0.9923518164435946,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.7,61.6,60.0,5.63,5.6,3.46,1.0053571428571428,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3,63.7,59.0,4.21,4.27,2.7,0.9859484777517564,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.16,62.9,55.0,6.65,6.74,4.21,0.9866468842729972,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1.06,63.4,58.0,6.51,6.42,4.1,1.014018691588785,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.9,60.5,57.0,6.23,6.2,3.76,1.0048387096774194,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.51,62.2,57.0,5.11,5.14,3.19,0.9941634241245138,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3,63.2,59.0,4.27,4.24,2.69,1.007075471698113,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0.31,62.0,55.0,4.35,4.33,2.69,1.0046189376443415,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.42,62.2,53.0,4.81,4.83,3.0,0.9958592132505176,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.41,64.0,59.0,4.64,4.71,2.99,0.9851380042462844,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.91,61.9,58.0,6.18,6.22,3.84,0.9935691318327974,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.34,59.8,58.0,4.57,4.53,2.72,1.0088300220750552,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.36,62.0,59.0,7.01,7.06,4.36,0.9929178470254958,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1.03,60.7,60.0,6.5,6.55,3.96,0.9923664122137404,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.01,62.5,54.0,6.46,6.43,4.03,1.0046656298600312,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.38,62.4,56.0,4.64,4.67,2.9,0.9935760171306208,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.78,62.4,55.0,5.85,5.89,3.66,0.9932088285229204,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.43,62.6,58.0,4.81,4.77,3.0,1.0083857442348008,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.55,61.9,58.0,5.2,5.24,3.23,0.9923664122137404,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.39,61.4,56.0,4.71,4.73,2.9,0.9957716701902748,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.26,62.2,54.0,6.89,6.98,4.31,0.9871060171919771,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.41,61.2,62.0,4.78,4.76,2.92,1.0042016806722691,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.46,60.6,59.0,5.04,5.0,3.04,1.008,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.38,61.5,57.0,4.66,4.68,2.87,0.995726495726496,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.5,62.8,58.0,5.05,5.08,3.18,0.9940944881889764,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.5,66.0,64.0,7.1,6.97,4.64,1.018651362984218,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.3,62.0,54.0,4.31,4.34,2.68,0.9930875576036866,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.44,62.3,59.0,4.81,4.91,3.03,0.9796334012219958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.31,61.6,56.0,4.35,4.38,2.69,0.9931506849315068,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.43,61.3,56.0,4.85,4.88,2.98,0.9938524590163934,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
0.3,62.0,56.0,4.28,4.3,2.66,0.9953488372093025,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2.28,61.6,57.0,8.5,8.43,5.21,1.0083036773428231,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1.54,64.4,60.0,7.26,7.16,4.64,1.0139664804469273,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.33,61.4,57.0,4.49,4.44,2.74,1.0112612612612613,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.9,60.8,58.0,6.18,6.22,3.77,0.9935691318327974,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0.32,62.2,57.0,4.38,4.36,2.72,1.0045871559633026,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.9,62.1,58.0,6.15,6.19,3.83,0.9935379644588044,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1.11,63.2,57.0,6.61,6.53,4.15,1.0122511485451762,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1.12,61.2,58.0,6.72,6.68,4.1,1.0059880239520955,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.97,58.1,60.0,6.53,6.49,3.78,1.0061633281972264,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.53,63.3,56.0,5.13,5.17,3.26,0.9922630560928432,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1.16,64.0,58.0,6.56,6.63,4.22,0.9894419306184012,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.55,62.0,55.0,5.24,5.28,3.26,0.9924242424242424,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.77,62.0,55.0,7.84,7.72,4.82,1.0155440414507773,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.7,63.4,60.0,5.63,5.66,3.58,0.9946996466431096,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1.02,61.4,61.0,6.4,6.44,3.94,0.9937888198757764,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.12,62.5,54.0,6.65,6.69,4.17,0.9940209267563528,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.6,62.0,59.0,5.41,5.37,3.34,1.0074487895716946,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.8,61.8,56.0,5.97,6.0,3.7,0.995,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.51,60.5,60.0,7.42,7.46,4.5,0.9946380697050938,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1.34,61.7,58.0,7.04,7.1,4.36,0.991549295774648,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.52,62.8,62.0,7.23,7.29,4.56,0.9917695473251028,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0.4,63.1,56.0,4.75,4.72,2.99,1.00635593220339,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0.32,61.7,56.0,4.37,4.42,2.71,0.98868778280543,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.71,62.3,54.0,5.68,5.72,3.55,0.9930069930069929,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.83,59.2,60.0,6.17,6.12,3.64,1.0081699346405228,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.38,60.6,59.0,4.62,4.65,2.81,0.9935483870967742,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.09,60.0,59.0,6.72,6.77,4.05,0.9926144756277696,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.5,58.6,62.0,7.43,7.46,4.36,0.9959785522788204,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2.02,59.8,59.9,8.16,8.21,4.9,0.9939098660170524,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0.33,61.3,57.0,4.45,4.49,2.74,0.9910913140311804,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.92,62.5,55.0,6.21,6.18,3.87,1.0048543689320388,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.56,61.5,58.0,7.47,7.43,4.58,1.0053835800807538,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.67,60.2,61.0,5.64,5.69,3.41,0.9912126537785588,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.5,62.3,60.0,7.27,7.2,4.51,1.0097222222222222,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.09,62.5,58.0,6.61,6.55,4.11,1.0091603053435114,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.97,62.6,58.0,6.24,6.18,3.89,1.0097087378640777,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.24,61.7,53.0,6.93,6.9,4.27,1.0043478260869565,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.7,62.9,56.0,5.63,5.66,3.55,0.9946996466431096,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.36,60.4,58.0,4.58,4.62,2.78,0.9913419913419912,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1.05,62.0,55.0,6.54,6.5,4.04,1.0061538461538462,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.23,61.2,58.0,6.93,6.87,4.22,1.0087336244541485,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.0,62.8,56.0,8.04,7.95,5.02,1.011320754716981,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.09,62.3,55.0,6.59,6.63,4.12,0.9939668174962292,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.04,61.4,65.0,6.53,6.47,3.99,1.009273570324575,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.71,61.6,56.0,5.72,5.8,3.56,0.986206896551724,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.33,62.7,55.0,4.44,4.4,2.77,1.009090909090909,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.51,62.1,59.0,7.28,7.33,4.54,0.9931787175989086,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.43,62.1,57.0,4.83,4.86,3.01,0.9938271604938272,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.01,62.4,53.0,6.42,6.47,4.02,0.9922720247295208,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.0,61.9,55.0,8.06,8.09,5.0,0.9962917181705808,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1.01,61.0,60.0,6.42,6.46,3.93,0.9938080495356038,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1.64,62.1,55.0,7.57,7.59,4.71,0.9973649538866932,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.51,63.0,53.0,5.13,5.1,3.22,1.0058823529411764,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.46,62.3,56.0,4.96,4.93,3.08,1.0060851926977687,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.53,61.7,58.0,5.16,5.27,3.22,0.9791271347248578,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.65,61.0,55.0,5.65,5.73,3.47,0.9860383944153578,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
0.7,59.7,59.0,5.73,5.77,3.43,0.9930675909878685,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2.21,61.0,58.0,8.36,8.43,5.12,0.9916963226571768,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0.32,62.0,60.0,4.37,4.41,2.72,0.9909297052154196,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.9,63.8,53.0,6.1,6.16,3.91,0.9902597402597402,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0.31,63.3,54.0,4.29,4.34,2.73,0.9884792626728108,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.25,63.3,56.0,4.01,4.05,2.55,0.9901234567901236,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0.43,61.5,56.0,4.89,4.86,3.0,1.0061728395061726,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.3,60.1,58.0,4.35,4.37,2.62,0.9954233409610984,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.35,61.4,54.0,4.58,4.54,2.8,1.0088105726872247,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.18,60.5,59.0,6.9,6.82,4.15,1.0117302052785924,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.82,61.9,57.0,5.96,6.0,3.7,0.9933333333333332,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2.0,62.8,57.0,8.05,8.01,5.04,1.0049937578027466,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.26,63.2,57.0,6.86,6.81,4.32,1.0073421439060206,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.34,62.0,56.0,4.47,4.43,2.76,1.0090293453724606,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.44,63.1,56.0,4.83,4.87,3.06,0.9917864476386036,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0.28,60.9,57.0,4.24,4.27,2.59,0.9929742388758784,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.01,62.2,58.0,6.36,6.41,3.97,0.9921996879875196,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.0,61.3,58.0,6.42,6.37,3.92,1.0078492935635792,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.63,61.6,57.0,7.53,7.61,4.66,0.9894875164257556,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.5,60.1,56.0,5.19,5.22,3.13,0.9942528735632186,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.5,62.8,58.0,5.0,5.03,3.15,0.9940357852882704,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.5,65.2,58.0,7.12,7.06,4.62,1.0084985835694051,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.5,62.2,56.0,5.08,5.11,3.17,0.99412915851272,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.2,66.7,57.0,6.57,6.05,4.37,1.0859504132231406,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.31,61.8,56.0,4.36,4.34,2.69,1.0046082949308757,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.71,60.1,62.0,5.74,5.77,3.46,0.9948006932409014,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1.0,62.7,57.0,6.29,6.34,3.96,0.9921135646687698,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.3,63.3,60.0,4.22,4.25,2.68,0.9929411764705882,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.31,59.7,55.0,4.42,4.46,2.65,0.9910313901345292,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0.7,65.2,57.0,5.56,5.52,3.61,1.0072463768115942,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.36,61.9,58.0,7.15,7.09,4.41,1.0084626234132579,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.51,62.0,56.0,7.3,7.34,4.54,0.994550408719346,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2.01,60.6,59.0,8.23,8.17,4.97,1.0073439412484702,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.01,58.8,60.0,6.59,6.51,3.85,1.0122887864823351,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.38,62.1,53.9,4.64,4.69,2.9,0.9893390191897652,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.5,63.0,57.0,5.04,5.09,3.19,0.9901768172888016,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.87,62.0,55.0,6.1,6.13,3.79,0.99510603588907,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.71,63.6,56.0,5.58,5.67,3.58,0.9841269841269842,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2.01,58.5,62.0,8.24,8.31,4.84,0.9915764139590854,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.88,56.6,65.0,6.39,6.32,3.6,1.0110759493670884,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.5,58.2,60.0,7.5,7.58,4.39,0.9894459102902374,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0.43,61.2,61.0,4.84,4.9,2.98,0.9877551020408162,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2.03,62.3,60.0,8.01,8.07,5.01,0.9925650557620818,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0.57,61.0,56.0,5.36,5.4,3.28,0.9925925925925926,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.53,61.7,56.0,5.22,5.18,3.21,1.0077220077220077,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.01,61.0,58.0,6.53,6.49,3.97,1.0061633281972264,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.4,61.4,59.0,4.68,4.74,2.89,0.9873417721518988,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.7,62.6,55.0,5.66,5.69,3.55,0.9947275922671353,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.33,63.1,57.0,4.4,4.38,2.77,1.0045662100456625,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1.52,62.4,54.0,7.32,7.39,4.59,0.9905277401894452,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.31,64.6,55.0,4.31,4.26,2.77,1.0117370892018778,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.41,63.8,57.0,4.7,4.67,2.99,1.006423982869379,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.33,61.6,57.0,4.41,4.46,2.73,0.9887892376681616,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.74,62.8,59.0,5.76,5.68,3.59,1.0140845070422535,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.51,63.5,55.0,5.09,5.08,3.23,1.001968503937008,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.28,61.1,55.0,4.23,4.28,2.6,0.988317757009346,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,64.2,57.0,6.25,6.27,4.02,0.9968102073365231,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2.04,61.9,58.0,8.12,8.16,5.04,0.9950980392156862,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.74,62.1,56.0,5.78,5.82,3.6,0.9931271477663229,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.56,61.5,57.0,5.29,5.32,3.26,0.994360902255639,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.24,61.7,60.0,3.97,4.0,2.46,0.9925,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
0.53,62.3,56.7,5.19,5.23,3.25,0.9923518164435946,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0.38,63.9,60.0,4.59,4.52,2.91,1.0154867256637168,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.52,64.2,58.0,5.1,5.02,3.25,1.0159362549800797,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.54,60.8,58.0,7.43,7.56,4.56,0.9828042328042328,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0.72,62.0,55.0,5.76,5.79,3.58,0.9948186528497408,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.01,62.0,56.0,6.49,6.41,4.0,1.0124804992199687,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.32,62.0,55.0,4.42,4.39,2.73,1.0068337129840548,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.0,63.3,58.0,6.32,6.35,4.01,0.9952755905511812,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.64,62.2,58.0,5.49,5.51,3.42,0.9963702359346644,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.3,60.4,56.0,4.34,4.37,2.63,0.9931350114416476,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.9,62.5,62.0,6.08,6.11,3.81,0.995090016366612,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1.22,61.3,58.0,6.94,6.9,4.24,1.0057971014492757,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.41,61.9,60.0,4.71,4.75,2.93,0.991578947368421,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.3,59.4,63.0,4.35,4.4,2.6,0.9886363636363634,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1.06,61.3,58.0,6.52,6.56,4.01,0.9939024390243902,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.37,61.5,56.0,4.6,4.63,2.84,0.9935205183585312,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.3,63.2,58.0,4.25,4.23,2.68,1.0047281323877069,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.3,63.5,54.0,4.3,4.27,2.72,1.0070257611241218,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2.0,60.7,60.0,8.05,8.17,4.92,0.9853121175030601,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0.65,62.1,57.0,5.55,5.6,3.46,0.9910714285714286,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.34,61.9,55.0,4.53,4.49,2.79,1.0089086859688197,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.02,63.0,57.0,6.36,6.3,3.99,1.0095238095238095,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.74,59.9,58.0,7.88,7.82,4.7,1.0076726342710998,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.52,62.0,60.0,5.18,5.11,3.19,1.013698630136986,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.99,60.7,66.0,6.42,6.34,3.87,1.0126182965299684,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.32,61.6,56.0,4.4,4.43,2.72,0.9932279909706548,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.3,60.3,61.0,4.31,4.34,2.61,0.9930875576036866,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.39,62.7,57.0,4.68,4.64,2.92,1.0086206896551724,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.36,60.8,59.0,4.56,4.59,2.78,0.9934640522875816,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0.35,61.8,58.0,4.48,4.52,2.78,0.9911504424778764,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.34,62.2,55.0,4.52,4.49,2.8,1.0066815144766146,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.01,63.3,57.0,6.33,6.37,4.02,0.9937205651491364,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.56,62.3,56.0,5.26,5.3,3.29,0.9924528301886792,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.41,60.5,60.0,4.77,4.81,2.9,0.9916839916839916,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.33,61.9,54.0,4.42,4.47,2.75,0.988814317673378,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2.01,63.0,56.0,8.0,7.93,5.02,1.008827238335435,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.2,62.8,58.0,6.73,6.8,4.25,0.9897058823529412,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1.03,61.5,57.0,6.52,6.48,4.0,1.0061728395061726,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.38,62.0,57.0,4.64,4.66,2.89,0.9957081545064376,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.12,62.2,54.0,6.65,6.62,4.13,1.0045317220543808,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.38,61.6,59.0,4.65,4.7,2.88,0.9893617021276596,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
0.3,62.5,57.0,4.29,4.32,2.69,0.9930555555555556,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3,62.0,55.0,4.3,4.35,2.68,0.9885057471264368,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.23,61.9,60.0,3.93,3.96,2.44,0.9924242424242424,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1.02,62.3,60.0,6.38,6.49,4.01,0.983050847457627,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.7,61.6,56.5,5.65,5.72,3.51,0.9877622377622378,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.4,62.2,56.0,4.72,4.74,2.94,0.9957805907172996,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.4,63.1,59.0,4.64,4.68,2.94,0.9914529914529916,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.3,61.7,57.0,4.3,4.32,2.66,0.9953703703703702,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.36,63.6,60.0,4.52,4.47,2.86,1.011185682326622,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.28,62.2,56.0,6.95,6.91,4.32,1.0057887120115774,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.41,62.0,57.0,4.73,4.79,2.95,0.9874739039665972,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.71,62.7,55.0,5.67,5.71,3.57,0.9929947460595446,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.29,61.8,56.0,6.97,7.02,4.32,0.9928774928774928,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.33,61.0,56.0,4.45,4.47,2.72,0.9955257270693512,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.21,61.8,56.0,6.81,6.88,4.23,0.9898255813953488,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.06,61.1,56.5,6.57,6.6,4.03,0.9954545454545456,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
